ticker,date,open,high,low,close,volume
NVDA,2023-01-03,14.761,14.906,14.006,14.225,40127658.0
NVDA,2023-01-04,14.477,14.763,14.151,14.659,43132360.0
NVDA,2023-01-05,14.401,14.474,14.058,14.175,38916811.0
NVDA,2023-01-06,14.384,14.92,13.944,14.769,40504362.0
NVDA,2023-01-09,15.194,15.966,15.051,15.538,50423056.0
NVDA,2023-01-10,15.417,15.872,15.382,15.819,38410126.0
NVDA,2023-01-11,15.75,15.938,15.473,15.911,35328493.0
NVDA,2023-01-12,16.01,16.547,15.402,16.421,55140906.0
NVDA,2023-01-13,16.188,16.832,16.075,16.809,44728706.0
NVDA,2023-01-17,16.809,17.638,16.809,17.612,51110216.0
NVDA,2023-01-18,17.577,17.783,17.192,17.287,43962355.0
NVDA,2023-01-19,16.946,17.107,16.641,16.675,45293160.0
NVDA,2023-01-20,16.921,17.766,16.735,17.749,56496712.0
NVDA,2023-01-23,17.974,19.155,17.728,19.103,65516259.0
NVDA,2023-01-24,18.737,19.405,18.73,19.175,49620410.0
NVDA,2023-01-25,18.823,19.28,18.49,19.233,44953711.0
NVDA,2023-01-26,19.611,20.076,19.188,19.712,48953542.0
NVDA,2023-01-27,19.372,20.538,19.315,20.275,54214198.0
NVDA,2023-01-30,19.86,20.05,19.06,19.072,48861115.0
NVDA,2023-01-31,19.08,19.597,18.86,19.447,49801658.0
NVDA,2023-02-01,19.601,21.102,19.521,20.853,66047704.0
NVDA,2023-02-02,20.91,21.859,20.61,21.619,56427580.0
NVDA,2023-02-03,20.91,21.655,20.699,21.01,42936595.0
NVDA,2023-02-06,20.716,21.48,20.696,20.999,45219709.0
NVDA,2023-02-07,21.292,22.169,21.06,22.083,66414961.0
NVDA,2023-02-08,22.297,22.788,21.918,22.115,55965122.0
NVDA,2023-02-09,22.516,22.93,22.03,22.247,52387578.0
NVDA,2023-02-10,21.6,21.988,20.721,21.175,55073675.0
NVDA,2023-02-13,21.448,21.958,20.872,21.698,47491862.0
NVDA,2023-02-14,21.488,22.959,21.276,22.881,67547350.0
NVDA,2023-02-15,22.459,22.765,22.016,22.674,42118826.0
NVDA,2023-02-16,22.043,22.46,21.837,21.912,41202628.0
NVDA,2023-02-17,21.541,21.65,20.885,21.298,46588764.0
NVDA,2023-02-21,20.91,21.404,20.528,20.565,41001455.0
NVDA,2023-02-22,20.617,21.014,20.331,20.664,51318432.0
NVDA,2023-02-23,23.35,23.798,22.935,23.574,111799541.0
NVDA,2023-02-24,23.135,23.384,22.857,23.196,58971591.0
NVDA,2023-02-27,23.58,23.79,23.364,23.411,45299367.0
NVDA,2023-02-28,23.282,23.735,23.116,23.126,45596280.0
NVDA,2023-03-01,23.102,23.166,22.418,22.608,46002562.0
NVDA,2023-03-02,22.398,23.29,22.342,23.224,39007465.0
NVDA,2023-03-03,23.23,23.81,23.04,23.8,41239330.0
NVDA,2023-03-06,23.801,24.158,23.397,23.464,43742923.0
NVDA,2023-03-07,23.514,24.039,23.155,23.202,51515388.0
NVDA,2023-03-08,23.401,24.114,23.338,24.095,51357339.0
NVDA,2023-03-09,24.089,24.368,23.297,23.35,50125699.0
NVDA,2023-03-10,23.323,23.541,22.64,22.879,47486565.0
NVDA,2023-03-13,22.666,23.212,22.211,22.88,42189032.0
NVDA,2023-03-14,23.41,24.133,23.374,23.977,47491013.0
NVDA,2023-03-15,23.675,24.2,23.274,24.142,52448574.0
NVDA,2023-03-16,23.941,25.502,23.808,25.455,58494626.0
NVDA,2023-03-17,25.896,26.313,25.582,25.639,84854656.0
NVDA,2023-03-20,25.529,25.938,25.044,25.814,43274719.0
NVDA,2023-03-21,26.094,26.306,25.295,26.113,54740776.0
NVDA,2023-03-22,26.339,27.503,26.151,26.382,79729511.0
NVDA,2023-03-23,27.03,27.413,26.604,27.105,56488876.0
NVDA,2023-03-24,26.945,27.081,26.269,26.693,45541407.0
NVDA,2023-03-27,26.751,26.914,26.279,26.445,36102574.0
NVDA,2023-03-28,26.361,26.427,25.764,26.324,35610378.0
NVDA,2023-03-29,26.739,26.992,26.511,26.898,39369387.0
NVDA,2023-03-30,27.143,27.413,27.016,27.297,36451574.0
NVDA,2023-03-31,27.054,27.748,27.019,27.691,43393277.0
NVDA,2023-04-03,27.423,27.914,27.25,27.879,39871560.0
NVDA,2023-04-04,27.88,27.914,27.221,27.367,36859153.0
NVDA,2023-04-05,26.743,26.912,26.309,26.795,51501474.0
NVDA,2023-04-06,26.498,26.994,26.341,26.951,39765434.0
NVDA,2023-04-10,26.737,27.535,26.583,27.493,39527855.0
NVDA,2023-04-11,27.638,27.704,27.04,27.083,31437817.0
NVDA,2023-04-12,27.284,27.382,26.362,26.409,44625895.0
NVDA,2023-04-13,26.648,26.801,26.243,26.377,35361528.0
NVDA,2023-04-14,26.418,26.797,26.134,26.672,39566013.0
NVDA,2023-04-17,26.48,26.92,26.347,26.916,32147130.0
NVDA,2023-04-18,27.448,28.024,27.271,27.581,60481154.0
NVDA,2023-04-19,27.275,27.914,27.146,27.845,35866041.0
NVDA,2023-04-20,27.585,27.944,26.914,27.018,42771326.0
NVDA,2023-04-21,26.866,27.097,26.636,27.033,34510277.0
NVDA,2023-04-24,26.927,27.28,26.585,26.956,33928186.0
NVDA,2023-04-25,26.992,27.161,26.139,26.155,37852716.0
NVDA,2023-04-26,26.916,27.244,26.619,26.87,40633681.0
NVDA,2023-04-27,27.277,27.409,26.539,27.14,37716119.0
NVDA,2023-04-28,27.139,27.672,26.985,27.663,29221614.0
NVDA,2023-05-01,27.754,28.972,27.694,28.824,57032853.0
NVDA,2023-05-02,28.594,28.75,27.997,28.124,40272957.0
NVDA,2023-05-03,27.754,28.281,27.386,27.716,38338740.0
NVDA,2023-05-04,27.565,27.773,27.154,27.476,32185041.0
NVDA,2023-05-05,27.74,28.669,27.645,28.594,36149408.0
NVDA,2023-05-08,28.436,29.134,28.264,29.065,34497890.0
NVDA,2023-05-09,28.813,28.887,28.364,28.485,31486946.0
NVDA,2023-05-10,28.919,29.027,28.375,28.799,36934998.0
NVDA,2023-05-11,28.81,28.864,28.16,28.492,32214903.0
NVDA,2023-05-12,28.443,28.694,27.96,28.254,27422225.0
NVDA,2023-05-15,28.423,28.883,28.066,28.867,29392587.0
NVDA,2023-05-16,28.755,29.784,28.746,29.127,44940494.0
NVDA,2023-05-17,29.498,30.113,29.344,30.092,43253541.0
NVDA,2023-05-18,30.324,31.742,30.234,31.592,74872501.0
NVDA,2023-05-19,31.45,31.494,30.83,31.178,47390765.0
NVDA,2023-05-22,30.815,31.434,30.594,31.09,37199967.0
NVDA,2023-05-23,30.914,31.202,30.545,30.602,35625326.0
NVDA,2023-05-24,30.124,30.521,29.72,30.452,72141851.0
NVDA,2023-05-25,38.437,39.394,36.549,37.894,154391067.0
NVDA,2023-05-26,37.804,39.084,37.464,38.86,71439676.0
NVDA,2023-05-30,40.509,41.852,39.863,40.025,92340110.0
NVDA,2023-05-31,39.402,40.209,37.736,37.748,100258020.0
NVDA,2023-06-01,38.403,39.964,38.254,39.684,63587295.0
NVDA,2023-06-02,40.011,40.414,38.972,39.241,48273121.0
NVDA,2023-06-05,38.823,39.479,38.621,39.085,39609381.0
NVDA,2023-06-06,38.744,39.074,38.062,38.568,38872914.0
NVDA,2023-06-07,38.833,39.417,37.274,37.393,51199789.0
NVDA,2023-06-08,37.642,38.782,37.423,38.428,41777240.0
NVDA,2023-06-09,38.955,39.629,38.485,38.688,42771747.0
NVDA,2023-06-12,39.118,39.448,38.536,39.4,38967335.0
NVDA,2023-06-13,40.104,41.019,39.658,40.94,61320816.0
NVDA,2023-06-14,40.742,42.918,40.47,42.915,74046502.0
NVDA,2023-06-15,42.52,43.207,42.065,42.571,56862204.0
NVDA,2023-06-16,43.368,43.639,42.579,42.61,65570941.0
NVDA,2023-06-20,42.916,43.908,42.592,43.726,45115311.0
NVDA,2023-06-21,43.419,43.533,41.998,42.963,55160291.0
NVDA,2023-06-22,42.171,43.344,42.152,42.943,41773743.0
NVDA,2023-06-23,42.382,42.727,41.933,42.127,35813984.0
NVDA,2023-06-26,42.379,42.682,40.018,40.55,59432192.0
NVDA,2023-06-27,40.717,41.858,40.366,41.794,46217470.0
NVDA,2023-06-28,40.578,41.763,40.436,41.035,58263927.0
NVDA,2023-06-29,41.476,41.518,40.518,40.74,38051430.0
NVDA,2023-06-30,41.598,42.468,41.419,42.22,50114775.0
NVDA,2023-07-03,42.435,42.816,42.12,42.331,19820919.0
NVDA,2023-07-05,42.053,43.095,42.003,42.235,32361756.0
NVDA,2023-07-06,41.762,42.097,41.264,42.021,30413879.0
NVDA,2023-07-07,42.24,43.132,42.098,42.421,35588147.0
NVDA,2023-07-10,42.575,42.729,41.567,42.098,35390811.0
NVDA,2023-07-11,42.399,42.676,41.985,42.323,29824406.0
NVDA,2023-07-12,42.951,43.853,42.695,43.82,48127702.0
NVDA,2023-07-13,44.436,46.073,44.41,45.895,47820369.0
